id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
26538,VIAL,medium_airport,Allahabad Airport,25.4401,81.733902,322,AS,IN,IN-UP,Allahabad,yes,VEAB,IXD,,https://www.aai.aero/en/node/75695,https://en.wikipedia.org/wiki/Allahabad_Airport,"VIAL, Allahabad Bamrauli Airport, Bamrauli Air Force Station"
26540,VIAR,large_airport,Sri Guru Ram Dass Jee International Airport,31.70960045,74.79730225,756,AS,IN,IN-PB,Amritsar,yes,VIAR,ATQ,,http://www.aai.aero/allAirports/amritsar_generalinfo.jsp,https://en.wikipedia.org/wiki/Sri_Guru_Ram_Dass_Jee_International_Airport,Amritsar Air Force Station
26543,VIBK,medium_airport,Nal Airport,28.07060051,73.2071991,750,AS,IN,IN-RJ,Bikaner,no,VIBK,BKB,,,,Nal Air Force Station
26545,VIBN,medium_airport,Lal Bahadur Shastri Airport,25.452129,82.861805,266,AS,IN,IN-UP,Varanasi,yes,VEBN,VNS,,https://www.aai.aero/en/airports/varanasi,https://en.wikipedia.org/wiki/Lal_Bahadur_Shastri_Airport,"VIBN, Babatpur Airport, Varanasi Airport"
26546,VIBR,medium_airport,Kullu Manali Airport,31.876699,77.154404,3573,AS,IN,IN-HP,Bhuntar,no,VIBR,KUU,,,,
26547,VIBT,medium_airport,Bhatinda Air Force Station,30.27009964,74.75579834,662,AS,IN,IN-PB,,no,VIBT,BUP,,,,
26549,VIBY,medium_airport,Bareilly Air Force Station,28.42210007,79.45079803,580,AS,IN,IN-UP,Bareilly,no,VIBY,BEK,,,https://en.wikipedia.org/wiki/Trishul_Air-base,Trishul Air Base
26550,VICG,medium_airport,Chandigarh Airport,30.67350006,76.78849792,1012,AS,IN,IN-CH,Chandigarh,yes,VICG,IXC,,,https://en.wikipedia.org/wiki/Chandigarh_Airport,Chandigarh Air Force Station
26551,VICX,medium_airport,Kanpur Airport,26.404301,80.410103,410,AS,IN,IN-UP,Kanpur,yes,VICX,KNU,,,https://en.wikipedia.org/wiki/Kanpur_Airport,Chakeri Air Force Station
26554,VIDN,medium_airport,Dehradun Airport,30.189699,78.180298,1831,AS,IN,IN-UL,Dehradun,yes,VIDN,DED,,http://aai.aero/allAirports/dehradun_generalinfo.jsp,https://en.wikipedia.org/wiki/Jolly_Grant_Airport,Jolly Grant Airport
26555,VIDP,large_airport,Indira Gandhi International Airport,28.5665,77.103104,777,AS,IN,IN-DL,New Delhi,yes,VIDP,DEL,,http://www.newdelhiairport.in/,https://en.wikipedia.org/wiki/Indira_Gandhi_International_Airport,Palam Air Force Station
26557,VIGG,medium_airport,Kangra Airport,32.1651,76.263397,2525,AS,IN,IN-HP,Gaggal,yes,VIGG,DHM,,,,
26558,VIGR,medium_airport,Gwalior Airport,26.29330063,78.22779846,617,AS,IN,IN-MP,Gwalior,yes,VIGR,GWL,,,https://en.wikipedia.org/wiki/Gwalior_Airport,Maharajpur Air Force Station
26559,VIHR,medium_airport,Hissar Airport,29.17939949,75.75530243,700,AS,IN,IN-HR,,no,VIHR,HSS,,,,
26562,VIJO,medium_airport,Jodhpur Airport,26.25110054,73.04889679,717,AS,IN,IN-RJ,Jodhpur,yes,VIJO,JDH,,,https://en.wikipedia.org/wiki/Jodhpur_Airport,Jodhpur Air Force Station
26563,VIJP,medium_airport,Jaipur International Airport,26.8242,75.812202,1263,AS,IN,IN-RJ,Jaipur,yes,VIJP,JAI,,https://www.jaipurairport.com/,https://en.wikipedia.org/wiki/Jaipur_International_Airport,
26564,VIJR,medium_airport,Jaisalmer Airport,26.88870049,70.86499786,751,AS,IN,IN-RJ,,no,VIJR,JSA,,,https://en.wikipedia.org/wiki/Jaisalmer_Airport,Jaisalmer Air Force Station
26565,VIJU,medium_airport,Jammu Airport,32.688849,74.838152,996,AS,IN,IN-JK,Jammu,yes,VIJU,IXJ,,,https://en.wikipedia.org/wiki/Jammu_Airport,Satwari Airport
327453,VIKG,medium_airport,Kishangarh Airport Ajmer,26.591007,74.812956,,AS,IN,IN-RJ,Ajmer (Kishangarh),yes,VIKG,KQH,,,https://en.wikipedia.org/wiki/Kishangarh_Airport,
26567,VIKO,medium_airport,Kota Airport,25.16020012,75.84559631,896,AS,IN,IN-RJ,Kota,no,VIKO,KTU,,,https://en.wikipedia.org/wiki/Kota_Airport,
26568,VILD,medium_airport,Ludhiana Airport,30.85470009,75.95259857,834,AS,IN,IN-PB,,no,VILD,LUH,,,https://en.wikipedia.org/wiki/Sahnewal_Airport,
26569,VILH,medium_airport,Leh Kushok Bakula Rimpochee Airport,34.13589859,77.54650116,10682,AS,IN,IN-JK,Leh,yes,VILH,IXL,,http://airportsindia.org.in/allAirports/leh_generalinfo.jsp,https://en.wikipedia.org/wiki/Leh_Kushok_Bakula_Rimpochee_Airport,Leh Air Force Station
26570,VILK,medium_airport,Chaudhary Charan Singh International Airport,26.76059914,80.88929749,410,AS,IN,IN-UP,Lucknow,yes,VILK,LKO,,http://aai.aero/allAirports/lucknow_generalinfo.jsp,https://en.wikipedia.org/wiki/Amausi_Airport,Amausi International Airport
26571,VIPK,medium_airport,Pathankot Airport,32.233611,75.634444,1017,AS,IN,IN-PB,Pathankot,yes,VIPK,IXP,,,https://en.wikipedia.org/wiki/Pathankot_Airport,
26573,VIPT,medium_airport,Pantnagar Airport,29.0334,79.473701,769,AS,IN,IN-UP,Pantnagar,yes,VIPT,PGH,,,,Panthnagar
26578,VISR,medium_airport,Sheikh ul Alam Airport,33.98709869,74.77420044,5429,AS,IN,IN-JK,Srinagar,yes,VISR,SXR,,,https://en.wikipedia.org/wiki/Srinagar_Airport,Srinagar Air Force Station
26583,VLLB,medium_airport,Luang Phabang International Airport,19.89730072,102.1610031,955,AS,LA,LA-LP,Luang Phabang,yes,VLLB,LPQ,,,https://en.wikipedia.org/wiki/Luang_Prabang_International_Airport,
26584,VLPS,medium_airport,Pakse International Airport,15.13210011,105.7809982,351,AS,LA,LA-CH,Pakse,yes,VLPS,PKZ,,,https://en.wikipedia.org/wiki/Pakse_Airport,
26586,VLSK,medium_airport,Savannakhet Airport,16.55660057,104.7600021,509,AS,LA,LA-SV,,no,VLSK,ZVK,,,https://en.wikipedia.org/wiki/Savannakhet_Airport,
26587,VLSN,medium_airport,Sam Neua Airport,20.41839981,104.0670013,3281,AS,LA,LA-HO,,no,VLSN,NEU,,,,
26588,VLVT,medium_airport,Wattay International Airport,17.98830032,102.5630035,564,AS,LA,LA-VT,Vientiane,yes,VLVT,VTE,,http://www.vientianeairport.com/,https://en.wikipedia.org/wiki/Wattay_International_Airport,
26589,VMMC,large_airport,Macau International Airport,22.149599,113.592003,20,AS,MO,MO-U-A,Freguesia de Nossa Senhora do Carmo (Taipa),yes,VMMC,MFM,,http://www.macau-airport.gov.mo/en/index.php,https://en.wikipedia.org/wiki/Macau_International_Airport,澳門國際機場
35144,VN-0001,medium_airport,Dong Hoi Airport,17.515,106.590556,59,AS,VN,VN-24,Dong Hoi,yes,VVDH,VDH,,,https://en.wikipedia.org/wiki/Dong_Hoi_Airport,
35153,VN-KON,medium_airport,Kontum Airport,14.35000038,108.0169983,1804,AS,VN,VN-28,Kontum,yes,,KON,,,,
26593,VNBW,medium_airport,Gautam Buddha International Airport,27.505328,83.412594,358,AS,NP,NP-LU,Siddharthanagar (Bhairahawa),yes,VNBW,BWA,,,https://en.wikipedia.org/wiki/Gautam_Buddha_Airport,Bhairahawa Airport
26595,VNJP,medium_airport,Janakpur Airport,26.70879936,85.92240143,256,AS,NP,NP-JA,Janakpur,yes,VNJP,JKR,,,https://en.wikipedia.org/wiki/Janakpur_Airport,
26596,VNKT,large_airport,Tribhuvan International Airport,27.6966,85.3591,4390,AS,NP,NP-BA,Kathmandu,yes,VNKT,KTM,,http://www.tiairport.com.np/index.php,https://en.wikipedia.org/wiki/Tribhuvan_International_Airport,gaucharan
26597,VNNG,medium_airport,Nepalgunj Airport,28.10359955,81.66699982,540,AS,NP,NP-BH,Nepalgunj,yes,VNNG,KEP,,,https://en.wikipedia.org/wiki/Nepalgunj_Airport,
26598,VNPK,medium_airport,Pokhara Airport,28.20089912,83.98210144,2712,AS,NP,NP-GA,Pokhara,yes,VNPK,PKR,,,https://en.wikipedia.org/wiki/Pokhara_Airport,
308293,VNTJ,medium_airport,Taplejung Airport,27.3509,87.69525,7990,AS,NP,NP-ME,Taplejung,yes,VNTJ,TPJ,,,https://en.wikipedia.org/wiki/Taplejung_Airport,Suketar Airport
26600,VNVT,medium_airport,Biratnagar Airport,26.48150063,87.26399994,236,AS,NP,NP-KO,Biratnagar,yes,VNVT,BIR,,,https://en.wikipedia.org/wiki/Biratnagar_Airport,
3341,VO55,medium_airport,Murod Kond Airport,18.411501,76.464699,2136,AS,IN,IN-MM,Latur,yes,VALT,LTU,,,https://en.wikipedia.org/wiki/Latur_Airport,
26602,VOAT,medium_airport,Agatti Airport,10.8237,72.176003,14,AS,IN,IN-LD,Agatti,yes,VOAT,AGX,,,https://en.wikipedia.org/wiki/Agatti_Aerodrome,
26604,VOBI,medium_airport,Bellary Airport,15.16279984,76.88279724,30,AS,IN,IN-KA,Bellary,no,VOBI,BEP,,,https://en.wikipedia.org/wiki/Bellary_Airport,"Jindal Vijayanagar, Vijaynagar"
35145,VOBL,large_airport,Kempegowda International Airport,13.1979,77.706299,3000,AS,IN,IN-KA,Bangalore,yes,VOBL,BLR,,http://www.bengaluruairport.com/home/home.jspx,https://en.wikipedia.org/wiki/Kempegowda_International_Airport,
26605,VOBR,medium_airport,Bidar Airport / Bidar Air Force Station,17.9081,77.487099,2178,AS,IN,IN-KA,Bidar,no,VOBR,IXX,,,https://en.wikipedia.org/wiki/Bidar_Airport,
26606,VOBZ,medium_airport,Vijayawada Airport,16.530399,80.796799,82,AS,IN,IN-AP,Gannavaram,yes,VOBZ,VGA,,https://www.aai.aero/en/airports/vijayawada,https://en.wikipedia.org/wiki/Vijayawada_Airport,
26607,VOCB,medium_airport,Coimbatore International Airport,11.02999973,77.04340363,1324,AS,IN,IN-TN,Coimbatore,yes,VOCB,CJB,,http://www.airportsindia.org.in/allAirports/coimbatore_generalinfo.jsp,https://en.wikipedia.org/wiki/Coimbatore_Airport,
26609,VOCI,large_airport,Cochin International Airport,10.152,76.401901,30,AS,IN,IN-KL,Kochi,yes,VOCI,COK,,http://www.cial.aero/,https://en.wikipedia.org/wiki/Cochin_International_Airport,Cochin
26610,VOCL,large_airport,Calicut International Airport,11.13679981,75.95529938,342,AS,IN,IN-KL,Calicut,yes,VOCL,CCJ,,,https://en.wikipedia.org/wiki/Calicut_International_Airport,
26611,VOCP,medium_airport,Kadapa Airport,14.51,78.772778,430,AS,IN,IN-AP,Kadapa,yes,VOCP,CDP,,,https://en.wikipedia.org/wiki/Kadapa_Airport,
26612,VOCX,medium_airport,Car Nicobar Air Force Base,9.153056,92.819273,5,AS,IN,IN-AN,IAF Camp,no,VOCX,CBD,,,https://en.wikipedia.org/wiki/Car_Nicobar_Air_Force_Base,Carnicobar
35141,VOHS,large_airport,Rajiv Gandhi International Airport,17.231318,78.429855,2024,AS,IN,IN-TG,Hyderabad,yes,VOHS,HYD,,http://www.hyderabad.aero/,https://en.wikipedia.org/wiki/Rajiv_Gandhi_International_Airport,"Shamshabad, Hyderabad"
26615,VOHY,medium_airport,Begumpet Airport,17.4531002,78.46759796,1742,AS,IN,IN-TG,Hyderabad,no,VOHY,BPM,,,https://en.wikipedia.org/wiki/Begumpet_Airport,"Begumpet Air Force Station, HYD, Hyderabad Airport"
329504,VOKN,medium_airport,Kannur International Airport,11.918614,75.547211,330,AS,IN,IN-KL,Kannur,yes,VOKN,CNN,,,https://en.wikipedia.org/wiki/Kannur_International_Airport,
340146,VOKU,medium_airport,Kurnool Airport,15.716288,78.16923,920,AS,IN,IN-AP,Orvakal,yes,VOKU,KJB,KJB,,https://en.wikipedia.org/wiki/Kurnool_Airport,Orvakal
26616,VOMD,medium_airport,Madurai Airport,9.83450985,78.09339905,459,AS,IN,IN-TN,Madurai,yes,VOMD,IXM,,http://www.airportsindia.org.in/allAirports/madurai_airpo_gi.jsp,https://en.wikipedia.org/wiki/Madurai_Airport,Madurai Air Force Station
26617,VOML,medium_airport,Mangalore International Airport,12.9612999,74.89009857,337,AS,IN,IN-KA,Mangalore,yes,VOML,IXE,,,https://en.wikipedia.org/wiki/Mangalore_International_Airport,Bajpe Airport
26618,VOMM,large_airport,Chennai International Airport,12.990005,80.169296,52,AS,IN,IN-TN,Chennai,yes,VOMM,MAA,,,https://en.wikipedia.org/wiki/Chennai_International_Airport,
26620,VOPB,medium_airport,Veer Savarkar International Airport / INS Utkrosh,11.641208,92.729643,13,AS,IN,IN-AN,Port Blair,yes,VOPB,IXZ,,,https://en.wikipedia.org/wiki/Veer_Savarkar_International_Airport,"Port Blair Airport, Port Blair Air Force Station"
26621,VOPC,medium_airport,Pondicherry Airport,11.968,79.812,134,AS,IN,IN-PY,Puducherry (Pondicherry),yes,VOPC,PNY,,,https://en.wikipedia.org/wiki/Pondicherry_Airport,
26622,VOPN,medium_airport,Sri Sathya Sai Airport,14.14929962,77.79109955,1558,AS,IN,IN-AP,Puttaparthi,no,VOPN,PUT,,,https://en.wikipedia.org/wiki/Sri_Sathya_Sai_Airport,
26623,VORY,medium_airport,Rajahmundry Airport,17.11039925,81.81819916,151,AS,IN,IN-AP,Rajahmundry,yes,VORY,RJA,,http://aai.aero/allAirports/rajahmundry_generalinfo.jsp,https://en.wikipedia.org/wiki/Rajahmundry_Airport,
26624,VOSM,medium_airport,Salem Airport,11.7833004,78.06559753,1008,AS,IN,IN-TN,Salem,no,VOSM,SXV,,,https://en.wikipedia.org/wiki/Salem_Airport_(India),
26628,VOTR,medium_airport,Tiruchirappalli International Airport,10.7654,78.709702,288,AS,IN,IN-TN,Tiruchirappalli,yes,VOTR,TRZ,,,https://en.wikipedia.org/wiki/Tiruchirappalli_International_Airport,Tiruchirappalli
26629,VOTV,large_airport,Trivandrum International Airport,8.48211956,76.92009735,15,AS,IN,IN-KL,Thiruvananthapuram,yes,VOTV,TRV,,,https://en.wikipedia.org/wiki/Trivandrum_International_Airport,"Thiruvananthapuram International Airport, Trivandrum Air Force Station"
308995,VQGP,medium_airport,Gelephu Airport,26.88456,90.46412,980,AS,BT,BT-31,Gelephu,no,VQGP,GLU,,,https://en.wikipedia.org/wiki/Gelephu_Airport,
26632,VQPR,medium_airport,Paro Airport,27.4032,89.424599,7364,AS,BT,BT-11,Paro,yes,VQPR,PBH,,,https://en.wikipedia.org/wiki/Paro_Airport,
335882,VRDA,medium_airport,Maafaru International Airport,5.818394,73.469181,6,AS,MV,MV-25,Noonu Atoll,yes,VRDA,NMF,,http://www.maafaruairport.com,https://en.wikipedia.org/wiki/Maafaru_International_Airport,
26633,VRMG,medium_airport,Gan International Airport,-0.693342,73.155602,6,AS,MV,MV-01,Gan,yes,VRMG,GAN,MV,http://www.airports.com.mv/domestic/gan.htm,https://en.wikipedia.org/wiki/Gan_International_Airport,"Gan Airport, Addu City, Maldives"
26634,VRMH,medium_airport,Hanimaadhoo Airport,6.744229794,73.17050171,4,AS,MV,MV-23,Haa Dhaalu Atoll,yes,VRMH,HAQ,,,https://en.wikipedia.org/wiki/Hanimaadhoo_Airport,
26635,VRMK,medium_airport,Kadhdhoo Airport,1.85916996,73.52189636,4,AS,MV,MV-05,Kadhdhoo,yes,VRMK,KDO,,,https://en.wikipedia.org/wiki/Kadhdhoo_Airport,
26636,VRMM,large_airport,Malé International Airport,4.191830158,73.52909851,6,AS,MV,MV-MLE,Malé,yes,VRMM,MLE,,http://www.airports.com.mv/,https://en.wikipedia.org/wiki/Mal%C3%A9_International_Airport,
26637,VRMT,medium_airport,Kaadedhdhoo Airport,0.488130987,72.99690247,2,AS,MV,MV-28,Huvadhu Atoll,yes,VRMT,KDM,,,https://en.wikipedia.org/wiki/Kaadedhdhoo_Domestic_Airport,
301316,VRMV,medium_airport,Villa Airport,3.470555556,72.83583333,6,AS,MV,MV-13,Maamigili,yes,VRMV,VAM,,,https://en.wikipedia.org/wiki/Maamigili_Airport,
26638,VTBD,large_airport,Don Mueang International Airport,13.91259956,100.6070023,9,AS,TH,TH-10,Bangkok,yes,VTBD,DMK,,http://www2.airportthai.co.th/airportnew/bangkok/index.asp?lang=en,https://en.wikipedia.org/wiki/Don_Mueang_International_Airport,"Old Bangkok International Airport, Don Muang Royal Thai Air Force Base"
26641,VTBK,medium_airport,Kamphaeng Saen Airport,14.10200024,99.91719818,30,AS,TH,TH-72,Nakhon Pathom,no,VTBK,KDT,,,,
26643,VTBO,medium_airport,Trat Airport,12.2746,102.319,105,AS,TH,TH-23,Laem Ngop,yes,VTBO,TDX,,,https://en.wikipedia.org/wiki/Trat_Airport,
28118,VTBS,large_airport,Suvarnabhumi Airport,13.68109989,100.7470016,5,AS,TH,TH-10,Bangkok,yes,VTBS,BKK,,,https://en.wikipedia.org/wiki/Suvarnabhumi_Airport,
26645,VTBU,medium_airport,U-Tapao International Airport,12.67990017,101.0049973,42,AS,TH,TH-21,Rayong,yes,VTBU,UTP,,http://www.utapao.com/,https://en.wikipedia.org/wiki/U-Tapao_International_Airport,"Utapao, U-Taphao, U-Tapao Royal Thai Navy Airfield"
26647,VTCC,large_airport,Chiang Mai International Airport,18.76679993,98.96260071,1036,AS,TH,TH-50,Chiang Mai,yes,VTCC,CNX,,,https://en.wikipedia.org/wiki/Chiang_Mai_International_Airport,
26648,VTCH,medium_airport,Mae Hong Son Airport,19.30130005,97.97579956,929,AS,TH,TH-58,,yes,VTCH,HGN,,,https://en.wikipedia.org/wiki/Mae_Hong_Son_Airport,
26649,VTCL,medium_airport,Lampang Airport,18.27090073,99.5042038,811,AS,TH,TH-52,,yes,VTCL,LPT,,,https://en.wikipedia.org/wiki/Lampang_Airport,
26650,VTCN,medium_airport,Nan Airport,18.80789948,100.7829971,685,AS,TH,TH-55,,yes,VTCN,NNT,,,https://en.wikipedia.org/wiki/Nan_Airport,
26651,VTCP,medium_airport,Phrae Airport,18.13220024,100.1650009,538,AS,TH,TH-54,,no,VTCP,PRH,,,,
26653,VTCT,medium_airport,Mae Fah Luang - Chiang Rai International Airport,19.952299,99.882896,1280,AS,TH,TH-57,Chiang Rai,yes,VTCT,CEI,,,https://en.wikipedia.org/wiki/Chiang_Rai_International_Airport,
26654,VTPB,medium_airport,Phetchabun Airport,16.6760006,101.1949997,450,AS,TH,TH-67,,yes,VTPB,PHY,,,https://en.wikipedia.org/wiki/Phetchabun_Airport,
26655,VTPH,medium_airport,Hua Hin Airport,12.63619995,99.95149994,62,AS,TH,TH-76,Hua Hin,yes,VTPH,HHQ,,,https://en.wikipedia.org/wiki/Hua_Hin_Airport,
26656,VTPI,medium_airport,Takhli Airport,15.27729988,100.2959976,107,AS,TH,TH-60,,no,VTPI,TKH,,,https://en.wikipedia.org/wiki/Takhli_Royal_Thai_Air_Force_Base,
26658,VTPM,medium_airport,Mae Sot Airport,16.69989967,98.54509735,690,AS,TH,TH-63,,yes,VTPM,MAQ,,,https://en.wikipedia.org/wiki/Mae_Sot_Airport,
26660,VTPO,medium_airport,Sukhothai Airport,17.23800087,99.81819916,179,AS,TH,TH-64,,yes,VTPO,THS,,,https://en.wikipedia.org/wiki/Sukhothai_Airport,
26661,VTPP,medium_airport,Phitsanulok Airport,16.78289986,100.2789993,154,AS,TH,TH-65,,yes,VTPP,PHS,,,https://en.wikipedia.org/wiki/Phitsanulok_Airport,
26662,VTPT,medium_airport,Tak Airport,16.89599991,99.25330353,478,AS,TH,TH-63,,no,VTPT,TKT,,,,
26665,VTSB,medium_airport,Surat Thani Airport,9.132599831,99.13559723,20,AS,TH,TH-84,Surat Thani,yes,VTSB,URT,,,https://en.wikipedia.org/wiki/Surat_Thani_Airport,
26666,VTSC,medium_airport,Narathiwat Airport,6.519919872,101.7429962,16,AS,TH,TH-96,,yes,VTSC,NAW,,,https://en.wikipedia.org/wiki/Narathiwat_Airport,
26667,VTSE,medium_airport,Chumphon Airport,10.71119976,99.36170197,18,AS,TH,TH-86,,no,VTSE,CJM,,,,
26668,VTSF,medium_airport,Nakhon Si Thammarat Airport,8.539620399,99.94470215,13,AS,TH,TH-80,Nakhon Si Thammarat,yes,VTSF,NST,,,https://en.wikipedia.org/wiki/Nakhon_Si_Thammarat_Airport,ท่าอากาศยานนครศรีธรรมราช
26669,VTSG,medium_airport,Krabi Airport,8.09912014,98.98619843,82,AS,TH,TH-81,Krabi,yes,VTSG,KBV,,,https://en.wikipedia.org/wiki/Krabi_Airport,
26670,VTSH,medium_airport,Songkhla Airport,7.186560154,100.6080017,12,AS,TH,TH-90,,no,VTSH,SGZ,,,,
26671,VTSK,medium_airport,Pattani Airport,6.785459995,101.1539993,8,AS,TH,TH-94,,no,VTSK,PAN,,,,
26672,VTSM,medium_airport,Samui Airport,9.547789574,100.0619965,64,AS,TH,TH-80,Na Thon (Ko Samui Island),yes,VTSM,USM,,http://www.samuiairportonline.com,https://en.wikipedia.org/wiki/Samui_Airport,
26674,VTSP,large_airport,Phuket International Airport,8.1132,98.316902,82,AS,TH,TH-83,Phuket,yes,VTSP,HKT,,,https://en.wikipedia.org/wiki/Phuket_International_Airport,
26675,VTSR,medium_airport,Ranong Airport,9.777620316,98.58550262,57,AS,TH,TH-85,,yes,VTSR,UNN,,,https://en.wikipedia.org/wiki/Ranong_Airport,
26676,VTSS,medium_airport,Hat Yai International Airport,6.933209896,100.3929977,90,AS,TH,TH-90,Hat Yai,yes,VTSS,HDY,,,https://en.wikipedia.org/wiki/Hat_Yai_International_Airport,
26677,VTST,medium_airport,Trang Airport,7.50874,99.6166,67,AS,TH,TH-92,Trang,yes,VTST,TST,,,https://en.wikipedia.org/wiki/Trang_Airport,
26678,VTUD,medium_airport,Udon Thani Airport,17.38640022,102.788002,579,AS,TH,TH-41,Udon Thani,yes,VTUD,UTH,,http://www.udonthaniairport.com/,https://en.wikipedia.org/wiki/Udon_Thani_International_Airport,
26679,VTUI,medium_airport,Sakon Nakhon Airport,17.19510078,104.1190033,529,AS,TH,TH-47,,yes,VTUI,SNO,,,https://en.wikipedia.org/wiki/Sakon_Nakhon_Airport,
26680,VTUJ,medium_airport,Surin Airport,14.86830044,103.4980011,478,AS,TH,TH-32,Surin,yes,VTUJ,PXR,,,https://en.wikipedia.org/wiki/Surin_Airport,Surin Bhakdi Airport
26681,VTUK,medium_airport,Khon Kaen Airport,16.46660042,102.7839966,670,AS,TH,TH-40,Khon Kaen,yes,VTUK,KKC,,,https://en.wikipedia.org/wiki/Khon_Kaen_Airport,
26682,VTUL,medium_airport,Loei Airport,17.43910027,101.7220001,860,AS,TH,TH-42,,yes,VTUL,LOE,,,https://en.wikipedia.org/wiki/Loei_Airport,
26684,VTUO,medium_airport,Buri Ram Airport,15.22949982,103.2529984,590,AS,TH,TH-31,,yes,VTUO,BFV,,,https://en.wikipedia.org/wiki/Buriram_Airport,
26685,VTUQ,medium_airport,Nakhon Ratchasima Airport,14.9495,102.313004,765,AS,TH,TH-30,Chaloem Phra Kiat,no,VTUQ,NAK,,,https://en.wikipedia.org/wiki/Nakhon_Ratchasima_Airport,
26687,VTUU,medium_airport,Ubon Ratchathani Airport,15.25129986,104.8700027,406,AS,TH,TH-34,Ubon Ratchathani,yes,VTUU,UBP,,,https://en.wikipedia.org/wiki/Ubon_Ratchathani_Airport,
26688,VTUV,medium_airport,Roi Et Airport,16.11680031,103.7740021,451,AS,TH,TH-45,,yes,VTUV,ROI,,,https://en.wikipedia.org/wiki/Roi_Et_Airport,
26689,VTUW,medium_airport,Nakhon Phanom Airport,17.38380051,104.6429977,587,AS,TH,TH-48,,yes,VTUW,KOP,,,https://en.wikipedia.org/wiki/Nakhon_Phanom_Airport,
26690,VVBM,medium_airport,Buon Ma Thuot Airport,12.66829968,108.1200027,1729,AS,VN,VN-33,Buon Ma Thuot,yes,VVBM,BMV,,,https://en.wikipedia.org/wiki/Buon_Ma_Thuot_Airport,
26692,VVCI,medium_airport,Cat Bi International Airport,20.81940079,106.7249985,6,AS,VN,VN-61,Haiphong,yes,VVCI,HPH,,,https://en.wikipedia.org/wiki/Cat_Bi_Airport,Catbi Airport
301824,VVCM,medium_airport,Cà Mau Airport,9.177667,105.177778,6,AS,VN,VN-59,Ca Mau City,yes,VVCM,CAH,,,https://en.wikipedia.org/wiki/C%C3%A0_Mau_Airport,"Moranc Airfield, Quan Long Airport"
26693,VVCR,medium_airport,Cam Ranh International Airport / Cam Ranh Air Base,11.9982,109.219002,40,AS,VN,VN-34,Cam Ranh,yes,VVCR,CXR,,,https://en.wikipedia.org/wiki/Cam_Ranh_International_Airport,
26694,VVCS,medium_airport,Con Dao Airport,8.73183,106.633003,20,AS,VN,VN-43,Con Dao,yes,VVCS,VCS,,,https://en.wikipedia.org/wiki/Con_Dao_Airport,Conson Airport
26695,VVCT,medium_airport,Can Tho International Airport,10.08510017,105.711998,9,AS,VN,VN-02,Can Tho,yes,VVCT,VCA,,,https://en.wikipedia.org/wiki/Can_Tho_International_Airport,"Binh Thuy Air Base, Trà Nóc Airport"
26696,VVDB,medium_airport,Dien Bien Phu Airport,21.39749908,103.0080032,1611,AS,VN,VN-01,Dien Bien Phu,yes,VVDB,DIN,,,https://en.wikipedia.org/wiki/Dien_Bien_Phu_Airport,
30923,VVDL,medium_airport,Lien Khuong Airport,11.75,108.366997,3156,AS,VN,VN-35,Da Lat,yes,VVDL,DLI,,,https://en.wikipedia.org/wiki/Lien_Khuong_Airport,Lienkhang
26697,VVDN,large_airport,Da Nang International Airport,16.04389954,108.1989975,33,AS,VN,VN-60,Da Nang,yes,VVDN,DAD,,,https://en.wikipedia.org/wiki/Da_Nang_International_Airport,"Danang, Cảng Hàng không Quốc tế Đà Nẵng"
26700,VVNB,large_airport,Noi Bai International Airport,21.221201,105.806999,39,AS,VN,VN-64,"Soc Son, Hanoi",yes,VVNB,HAN,,,https://en.wikipedia.org/wiki/Noi_Bai_International_Airport,"Noibai Airport, Sân bay Quốc tế Nội Bài"
26702,VVPB,medium_airport,Phu Bai International Airport,16.401501,107.703003,48,AS,VN,VN-56,Huế,yes,VVPB,HUI,,,https://en.wikipedia.org/wiki/Phu_Bai_International_Airport,Phubai
26703,VVPC,medium_airport,Phu Cat Airport,13.955,109.042,80,AS,VN,VN-31,Quy Nohn,yes,VVPC,UIH,,https://vietnamairport.vn/phucatairport/,https://en.wikipedia.org/wiki/Phu_Cat_Airport,Phucat
26704,VVPK,medium_airport,Pleiku Airport,14.00450039,108.0169983,2434,AS,VN,VN-30,Pleiku,yes,VVPK,PXU,,,https://en.wikipedia.org/wiki/Pleiku_Air_Base,
26705,VVPQ,medium_airport,Phu Quoc International Airport,10.1698,103.9931,37,AS,VN,VN-47,Phu Quoc Island,yes,VVPQ,PQC,,,https://en.wikipedia.org/wiki/Phu_Quoc_International_Airport,
32580,VVRG,medium_airport,Rach Gia Airport,9.958029972,105.1323795,7,AS,VN,VN-47,Rach Gia,yes,VVRG,VKG,,,https://en.wikipedia.org/wiki/Rach_Gia_Airport,
26707,VVTH,medium_airport,Dong Tac Airport,13.04959965,109.3339996,20,AS,VN,VN-49,Tuy Hoa,yes,VVTH,TBB,,,https://en.wikipedia.org/wiki/%C4%90%C3%B4ng_T%C3%A1c_(Tuy_Hoa)_Airport,
