Country,Code,X,Y,Arrival_Requirement,Quarantine_Requirement
Tajikistan,TJK,69.294998,38.430697,"COVID-19 negative certification required for entering the country.                                                                                                                                                                 
                                                                                                                                                                                                                                                                        
Most destinations and transits require travellers to have a negative PCR test before departing Tajikistan. Travellers should check the regulations at their destination and any transit points and obtain the required tests before travel. Travellers may be screened by having their temperature taken and assessed for other COVID-19 symptoms on departure from Tajikistan.","Quarantine requirement at government designated site.

Travellers entering Tajikistan are not currently subject to quarantine but are required to self-isolate for at least three days upon arrival; this may be subject to change. "
Thailand,THA,101.020295,15.130893,"COVID-19 negative certification required for entering the country. 

When you arrive you must present your certificate (original or a print out of an online version) to International Port Health Control. <br>
During your stay in ASQ you will be tested for COVID-19. ","Quarantine requirement at government designated site.

Most travellers to Thailand, including British nationals travelling from the UK, are required to complete 14 days’ quarantine at a State Quarantine or <a href=""https://thaiembdc.org/asq/"">Alternative State Quarantine (ASQ) facility</a>. Whilst in ASQ, you will normally not be allowed to leave your room except for medical treatment or COVID-19 tests. <br>"
Timor-Leste,TLS,125.945119,-8.797487,"COVID-19 negative certification required / not known
<br>
To enter Timor-Leste you will need to be in possession of a valid negative COVID 19 (PCR) test. Following the presentation of the negative COVID 19 test, you will need to quarantine for 14 days either in a government facility at your own expense or in your own accommodation, subject to the approval of the Ministry of Health.","Quarantine requirement at government designated site or own accommodation.
<br>
All traveller  need to quarantine for 14 days either in a government facility at your own expense or in your own accommodation, subject to the approval of the Ministry of Health. Prior to the termination of mandatory quarantine periods, individuals will need to provide a negative COVID-19 test result and be cleared by the Ministry of health, before being authorised to leave. <br>
Those who have been fully vaccinated and hold a valid vaccination certificate will be exempt from mandatory quarantine. <br>
Those who have been fully vaccinated but have come from or passed through countries with a reported presence of the Delta variant of COVID-19 will need to complete a five-day quarantine. Unvaccinated children may be required to complete mandatory quarantine even when travelling with vaccinated parents. <br>"
Togo,TGO,0.978236,8.532744,"COVID-19 negative certification required for entering the country. 

All passengers arriving in Togo must have a negative PCR test result dated no more than 7 days before departure.
In addition, at least 24 hours before arrival all travellers must complete an <a href=""https://voyage.gouv.tg/?language=en"">online immigration and health form</a> and pay for a COVID-19 test (on the same website) to be taken on arrival at Eyadema Gnassingbe International Airport. The cost of the test is CFA 25,000 payable by credit/debit card or mobile money. You will need a print-out of the electronic receipt to be allowed to board the aircraft.","Quarantine requirement at government designated site or self-isolate- subject to PCR.

Travellers must self-isolate at their own accommodation until the second PCR test results are received within 24 to 48 hours by email or SMS. <br>
*For travellers arriving from outside the United Kingdom, Brazil, South Africa, India, Russia, Tunisia and Portugal.  The COVID-19 PCR test will be carried out on arrival at Lomé international airport. At the airport you must download the Togo Safe application, which will allow you to specify the location where you will self-isolate until you receive your test results. This application is available from App stores. Test results should arrive within 24 to 48 hours. Those with positive test results will be required to self-isolate either at home or at a government-allocated hotel until they test negative. <br>
*For travellers arriving from the United Kingdom, Brazil, South Africa, India, Russia, Tunisia and Portugal The COVID-19 PCR test will be carried out on arrival at Lomé international airport. At the airport you must download the Togo Safe application, which will allow you to specify the location where you will self-isolate. This application is available from App stores. Test results should arrive within 24 to 48 hours. However, you will be required to mandatory quarantine at a hotel, allocated by the authorities on arrival at your own cost for 3 days. <br>"
Tokelau,TKL,-172.47418,-8.554768,,
Tonga,TON,-175.27529,-21.159087,"COVID-19 negative certification required for entering the country. 

Travelers are required to undergo medical clearance within three days of traveling to Tonga, and to provide the clearance to Tongan authorities before being granted entry. Failure to provide medical clearance could result in denial of entry or return to country of origin.","Quarantine requirement at government designated site.

Citizens, permanent residents, and emergency officials coming into the country from abroad will have to comply with the 14 day self-isolation period as directed by the authorities."
Trinidad and Tobago,TTO,-61.296613,10.423121,"COVID-19 negative certification required for entering the country. 

All travellers must present on arrival a valid negative NASOPHARYNGEAL (nasal swab) RT-PCR test result taken no more than 72 hours (3 days) in advance of your flight’s arrival. Please note that the test can be taken at any time during the day 3 days prior to the date of your arrival in Trinidad and Tobago. <br>
All passengers are also required to apply for a Travel Pass via the following online gateway: ttravelpass.gov.tt up to 72 hours prior to travel, to which they should upload their negative test result. The TTravel Pass can be printed or saved on a mobile device for use to board the flight and to gain entry into Trinidad and Tobago. The <a href=https://www.ttravelpass.gov.tt/"""">TTravel Pass website</a> gives full details on additional entry requirements. <br>

","Quarantine requirement at government designated site.

Non-nationals who are NOT fully vaccinated will not be allowed entry to Trinidad and Tobago at this time.
Nationals who are unvaccinated or partially vaccinated MUST enter the country through the Piarco International Airport in Trinidad only. On arrival, unvaccinated passengers ((i.e. people who are citizens or have permanent resident status only) will be required to quarantine at a designated State Supervised Quarantine Facility for 14 days (at a designated holding hotel at your own expense). Before beginning your application for a <a href=""""></a>
<a href=""https://ttravelpass.gov.tt/"">TTravel Pass</a>, you MUST have proof of confirmed accommodation at one of these facilities. The list of approved state supervised quarantine hotels is available <a href=""https://ttravelpass.gov.tt/"">here</a>. <br>
You will be required to undergo a medical assessment within 24hrs of arrival and take a second PCR test 7 days after arrival. Passengers testing negative on day 7, completing their remaining quarantine period, and remaining asymptomatic can then leave quarantine following a medical assessment. Passengers testing positive are transferred to hospital.
See the <a href=""https://health.gov.tt/quarantine-protocols-for-passengers-entering-trinidad-and-tobago-effective-july-17th-2021"">Ministry of Health Quarantine Protocols for Passengers Entering Trinidad and Tobago</a>
 and <a href=""https://ttravelpass.gov.tt/"">TTravel Pass</a>. <br>
*Quarantine for vaccinated arrivals: From 17 July, fully vaccinated individuals (2 doses administered more than 14 days prior to arrival) with a negative PCR Test 72 hours prior to arrival; with proof of vaccination (WHO approved) will not be required to quarantine. (See <a href=""https://www.gov.uk/foreign-travel-advice/trinidad-and-tobago/entry-requirements#demonstrating"">‘Demonstrating your COVID-19 vaccination status’</a>) <br>
Unvaccinated Children travelling with a vaccinated parent or guardian will not be required to quarantine providing they provide proof of a negative PCR Test 72 hours prior to arrival. In addition, unvaccinated children will be required to have a further PCR Test between 3 to 5 days after their arrival in country. Providing the second test is negative, no further monitoring is necessary. If the result of the second test is positive, it is necessary to report to the County Medical Officers of Health (CMOH). <br>
"
Tromelin Island,xFR,54.524013,-15.891713,,
Tunisia,TUN,9.560349,33.774827,"COVID-19 negative certification required for entering the country.
Travellers from all countries into Tunisia must take a PCR test less than 72 hours before travel and carry dated evidence of a negative result. This does not apply to children under 12 years old. You should arrange to take a test and ensure the certificate is dated. <br>
No testing is available at the airport or seaports. Passengers travelling from Tunisia, who require a test for the country they are travelling to, should arrange a private test. There have been some reports of travellers from Tunisia being denied entry to a third country, on suspicion of carrying fake PCR test results.  For verification, travellers are advised to carry the original copy of their negative PCR test result, and ensure this has been signed and stamped by the laboratory, before travelling. A QR code on test results must also be provided. ","Self-isolation at own accommodation.
<br>
From 25 August, if you are not fully vaccinated you are required to enter mandatory quarantine in a government-approved hotel for ten days on arrival in Tunisia. For the list of approved hotels please see ""International requirements"" section. You are exempt from the requirement to enter mandatory quarantine if you can present official evidence to prove you have been fully vaccinated, but it is recommended that you self-isolate at home for ten days. Proof of vaccination must be issued from the national health authority of your country of residence. <br>
Children under the age of 18 who are unaccompanied or who are travelling with vaccinated adults are permitted to self-isolate at home, rather than in mandatory quarantine. <br>
You are exempt from the requirement to self-isolate if you are travelling on an inclusive holiday with a tour operator. 




"
Turkey,TUR,35.432387,38.988934,"COVID-19 negative certification required for entering the country.

 All arrivals into Turkey will be subject to a medical evaluation for symptoms of coronavirus, including temperature checks. Arrivals may be subject to random PCR testing on arrival. <br>


","No declared quarantine requirement.

*Arriving to Turkey from Egypt and Iran (aged 12 and over): You will need a negative PCR test taken within the 72 hours prior to arriving in Turkey, regardless of vaccination status. This is not required for those passengers transiting Turkey on the way to another country. <br>
*Arriving to Turkey from Brazil, South Africa, Nepal and Sri Lanka (aged 12 and above): Passengers from Brazil, South Africa, Nepal and Sri Lanka are banned from entering Turkey until further notice. But passengers travelling from these countries may transit without entering Turkey. <br>
If you are arriving in Turkey from another country but have been in Brazil, South Africa, Nepal or Sri Lanka in the last 14 days (aged 12 and above), you must: submit a negative PCR test taken no more than 72 hours before arrival: quarantine for 14 days in <a href=""http://www.shgm.gov.tr/tr/covid-19-tedbirler/6599-izolasyon-otelleri"">government approved hotels</a> at your expense. Such hotels must be booked prior to travel and confirmation of such booking must be presented before departure. <br>
If the PCR test taken on the 14th day is negative, you can leave quarantine. If it is positive you will need to isolate for a further 14 days in the facilities. <br>
*Arriving in Turkey from Bangladesh, India and Pakistan (aged 12 and above): If you are arriving in Turkey from Bangladesh, India, or Pakistan, or have been in Bangladesh, India or Pakistan in the last 14 days, must submit a negative PCR test taken no more than 72 hours before arrival. You must obtain a PCR test regardless of your vaccination status. <br>
You are exempt from quarantine if you have proof of two doses of vaccine (or one dose of the Johnson and Johnson vaccine) more than 14 days before arrival. Otherwise you must quarantine for 10 days at your address. If the PCR test taken on the tenth day is negative, you can leave quarantine. <br>
*Arriving in Turkey from Afghanistan (aged 12 and above): If you are arriving in Turkey from Afghanistan, or have been in Afghanistan in the last 14 days, you must: submit a negative PCR test taken no more than 72 hours before arrival : quarantine for 10 days in <a href=""http://www.shgm.gov.tr/tr/covid-19-tedbirler/6599-izolasyon-otelleri"">government approved hotels</a> at your own expense. Such hotels must be booked prior to travel and confirmation of such booking must be presented before departure: If the PCR test taken on the 7th day is negative, then you can leave quarantine. <br>
If you are arriving from Afghanistan, or have been in Afghanistan in the last 14 days and have residency, a work permit in Turkey or Turkish citizenship, you may quarantine at a private address for a period of 10 days and must take a PCR test after 7 days. If the PCR test taken on the 7th day is negative, you can leave quarantine. Should you arrive at an entry point other than Ankara or Istanbul, however, you would be required to travel to your place of self-isolation by private vehicle. <br>

"
Turkmenistan,TKM,58.978766,40.091235,"COVID-19 negative certification subject to special conditions. 

Everyone arriving into the country is tested for COVID-19. Regardless of whether the test is positive or negative, all arrivals will be placed into quarantine for 21 days.  
","Quarantine requirement at government designated site.

Everyone arriving into the country is tested for COVID-19. Regardless of whether the test is positive or negative, all arrivals will be placed into quarantine for 21 days. If, however, you can provide a certificate of vaccination against COVID-19, you may remain at your place of residence (under the supervision of a local doctor) for seven days."
Turks and Caicos Islands,TCA,-72.002714,21.928412,"COVID-19 negative certification required for entering the country.

From 1 September all travellers to Turks & Caicos aged 16 and above must be fully vaccinated and all travellers aged 10 and above (including those fully vaccinated) will be required to upload on to the TCI Assured Portal, one of the following professionally administered test results for entry to the TCI:<br>","Quarantine Requirement- Unknown where.

From 1 September 2021, all visitors aged 16 and above will also need to provide evidence of full vaccination against COVID-19 on arrival to TCI. 
Any returning resident that is not fully vaccinated must submit a negative, pre-arrival Covid-19 test, and self-quarantine for a period of seven (7) days, including their household, and undergo a mandatory test (required to be negative) on day five (5) prior to being released. <br>
Any fully vaccinated tourist testing positive whilst in TCI must self-isolate at their own expense for a period of ten days (10) and undergo a COVID-19 mandatory test on day seven (7) prior to being released. 
"
Tuvalu,TUV,177.152792,-7.222228,COVID-19 negative certification required for entering the country,"Quarantine requirement outside territory.
Every person returning to the island will be subject to a 14-day quarantine, be required to sign a quarantine form, and complete all required forms from the Ministry of Health."
Uganda,UGA,32.391004,1.279556,"COVID-19 negative certification is required for entering the country. 

All arriving passengers are required to provide a negative COVID-19 test certificate issued no more than 72 hours before boarding the aircraft to Uganda or crossing land borders. Foreign nationals without a valid negative test certificate will be denied entry. Children aged three and under are exempt when accompanying parents arrive with a negative test certificate.<br>
Travellers, excluding children aged 3 or under, from the United Kingdom, Ethiopia, Kenya, South Africa, South Sudan, Tanzania, Turkey, the United Arab Emirates and the United States are also required to undergo PCR testing at the border at their own expense, including at Entebbe International Airport. This applies unless they have received their full COVID-19 vaccination, can provide evidence of this and show no COVID-19 symptoms. (See ‘Demonstrating your COVID-19 status’).Travellers from India are required to undergo COVID-19 PCR testing on arrival regardless of vaccination status.<br>
Arriving passengers will be subject to temperature checks and will be screened for infectious diseases by the Port Health authorities. If a passengers shows signs or symptoms of any infectious disease they will taken by ambulance to a local isolation centre to undergo a COVID-19 test at their own cost. Test results will be returned within 24 to 48 hours; passengers will be expected to remain at the isolation centre until the test results are returned.<br>","Quarantine requirement at government designated site, if symptomatic. <br>

Arriving passengers will be subject to temperature checks and will be screened for infectious diseases by the Port Health authorities. If a passengers shows signs or symptoms of any infectious disease they will taken by ambulance to a local isolation centre to undergo a COVID-19 test at their own cost. Test results will be returned within 24 to 48 hours; passengers will be expected to remain at the isolation centre until the test results are returned. If a foreign national tests positive for COVID-19 and wishes to be repatriated for treatment outside of Uganda, they will be expected to cover the costs themselves.<br>"
Ukraine,UKR,31.40147,49.005714,"COVID-19 negative certification is required for entering the country. 
<br>
All non-exempt foreign nationals, in addition to their health insurance policy, must have: a document confirming receipt of a full course of Covid-19 vaccination with WHO-approved vaccines – which Ukraine lists as Pfizer, AstraZeneca (Vaxzevria, Covishield and SKBio), Janssen, Moderna, Sinopharm and CoronaVac, or one of: a negative Rapid Antigen Test taken no more than 72 hours before entry; or a negative PCR test taken no more than 72 hours before entry. The requirement for proof of vaccination or a negative test does not apply to children under 12
","Quarantine requirement at government designated site or self-isolation at home- subject to category.<br>

Foreign nationals and Ukrainian citizens with a valid certificate of vaccination that meets Ukrainian requirements will not have to self-isolate on arrival in Ukraine. Those without proof of vaccination will have to self-isolate at an address registered on the “Vdoma” app (until they have fulfilled the post-arrival requirement for a negative PCR/RAT test, see Entry and Borders section above). More information about “Vdoma” is available on the <a href=""https://www.kmu.gov.ua/en/news/yak-pracyuyezastosunok-dij-vdoma"">Ukrainian Cabinet of Ministers’ website</a> <br>
Resident foreign nationals and Ukrainian citizens (including dual nationals) returning from the UK, India, Portugal or Russia, or having spent 7 or more days of the previous 14 days in those countries, must also take an express test at the border crossing. If they receive a positive result, they will be allowed to enter Ukraine, but will be required to undergo further medical observation at the discretion of the Ukrainian authorities. <br>"
United Arab Emirates,ARE,53.982339,23.434112,"COVID-19 negative certification required for entering the country.  
OVID-19 entry requirements may change at short notice, and travellers to the UAE are strongly encouraged to check the specifics, including the time frames for undertaking COVID-19 PCR tests, before departure with their airline before they travel. Further details are available on <a href=""https://www.britishairways.com/en-gb/information/incident/coronavirus/latest-information"">British Airways</a>, <a href=""https://www.emirates.com/uk/english/help/flying-to-and-from-dubai/"">Emirates</a> and <a href=""https://www.etihad.com/en-gb/travel-updates/covid-19-uk-eu"">Etihad</a> websites including information about what these airlines accept as proof of a negative test. <br>
Residents, tourists and visitors and arriving in Dubai and Abu Dhabi must have a negative COVID-19 PCR test before departure and present the certificate at check in. These need to be taken no more than 72 hours prior to departure for arrivals to Dubai and no more than 48 hours prior to departure for arrivals to Abu Dhabi. Travellers arriving in Abu Dhabi will also be required to undertake a COVID-19 PCR test on arrival. Travellers arriving in Dubai may be required to undertake a further COVID-19 PCR test on arrival and will have to isolate pending the result of the COVID-19 PCR test. <a href=""https://www.britishairways.com/en-gb/information/incident/coronavirus/latest-information"">British Airways</a>, <a href=""https://www.etihad.com/en-gb/travel-updates/all-destinations-travel-guides"">Etihad</a> and <a href=""https://www.emirates.com/uk/english/help/covid-19/dubai-travel-requirements/"">Emirates</a>. <br>
Visitors can travel to Abu Dhabi by road but must have had a negative COVID-19 PCR test or Laser-Based Diffractive Phase Interferometry (DPI) test before travel. There is also a requirement for further testing if visitors and residents remain in Abu Dhabi for 3 days or longer. The rules for entering and remaining in Abu Dhabi change regularly and at short notice.<br> 
Unvaccinated travellers, including those exempt from vaccination, arriving into Abu Dhabi from green list destinations must take a PCR test on arrival, without the need to quarantine, and take PCR tests on days 6 and 9. <br> 
Further information about what visitors need to do before they travel and what will happen on arrival in Dubai is available on the <a href=""https://mediaoffice.ae/en/news/2020/June/21-06/Supreme-Committee-of-Crisis-and-Disaster-Management-announces-new-air-travel-protocols"">Government of Dubai website</a> including information about testing before departure, on arrival and quarantine. 
  




","Self-isolation at own accommodation- 

Stringent entry restrictions remain in place upon arrival at all airports in the UAE which may include, but are not limited to, a Health Authority COVID-19 PCR test on arrival, mandatory quarantine period, usually via self-isolation at a private address if suitable, or a hotel or Government facility and follow up testing before you are able to complete quarantine. Once any quarantine period is complete you must continue to comply with all measures put in place by the UAE authorities to prevent the spread of COVID-19. <br>
Arrivals from countries that the UAE authorities consider high risk, and/or for whom the authorities assess private accommodation in the UAE to be unsuitable, are likely to be required to quarantine in a government quarantine facility.

  
"
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,"COVID-19 negative certification required for entering the country. <br>
*If you are fully vaccinated: This is what you need to do if you qualify under the fully vaccinated rules for travel to England.<br>
Before you travel to England – fully vaccinated. Before you travel to England you must: <br>
•        <a href="""">book and pay for a day 2 COVID-19 test</a> – to be taken after arrival in England<br>
•        <a href=""https://www.gov.uk/provide-journey-contact-details-before-travel-uk"">complete a passenger locator form</a> – to be completed in the 48 hours before you arrive in England<br>
You will need to enter your COVID-19 test booking reference number on your passenger locator form.<br>
*When you arrive in England – fully vaccinated. After you arrive in England you must take a COVID-19 test on or before day 2.
You must <a href=""https://www.gov.uk/find-travel-test-provider"">book this test</a> before you travel.<br>
If you will be in England for less than 2 days you still need to book and pay for a day 2 COVID-19 test. You only need to take the test if you are still in England on day 2.<br>
*If you are not fully vaccinated: This is what you need to do if you do not qualify under the fully vaccinated rules for travel to England.
<a href=""https://www.gov.uk/guidance/travel-to-england-from-another-country-during-coronavirus-covid-19#check-if-you-qualify-as-fully-vaccinated"">Check this section of this guidance to see if you qualify as fully vaccinated</a>.<br>
Before you travel to England – not fully vaccinated. Before you travel to England you must:<br>
•        take a COVID-19 test – to be taken in the 3 days before you travel to England<br>
•        <a href=""https://www.gov.uk/find-travel-test-provider"">book and pay for day 2 and day 8 COVID-19 tests</a>
 – to be taken after arrival in England<br>
•        <a href=""https://www.gov.uk/provide-journey-contact-details-before-travel-uk"">complete a passenger locator form</a>
 – to be completed in the 48 hours before you arrive in England<br>
•        <a href=""https://www.gov.uk/guidance/coronavirus-covid-19-testing-for-people-travelling-to-england"">Read more about taking a COVID-19 test before you travel to England</a>.<br>
When you arrive in England – not fully vaccinated. After you arrive in England you must:<br>
•        <a href=""https://www.gov.uk/guidance/how-to-quarantine-when-you-arrive-in-england"">quarantine at home or in the place you are staying for 10 days</a>
•        take your pre-booked COVID-19 test on or before day 2 and on or after day 8 – you must <a href=""https://www.gov.uk/find-travel-test-provider"">book these tests</a> before you travel
If you are in England for less than 10 days, you need to quarantine for the time you are here. You need to book day 2 and day 8 travel tests. You only need to take the tests if you are still in England on those days.

","Quarantine requirement at government designated site or self-isolation at home- subject to category.<br>
<br>
*If you are not fully vaccinated: This is what you need to do if you do not qualify under the fully vaccinated rules for travel to England. <br>
<a href=""https://www.gov.uk/guidance/travel-to-england-from-another-country-during-coronavirus-covid-19#check-if-you-qualify-as-fully-vaccinated"">Check this section of this guidance to see if you qualify as fully vaccinated</a>.<br>When you arrive in England – not fully vaccinated. After you arrive in England you must:<br>
•        <a href=""https://www.gov.uk/guidance/how-to-quarantine-when-you-arrive-in-england"">quarantine at home or in the place you are staying for 10 days</a>
•        take your pre-booked COVID-19 test on or before day 2 and on or after day 8 – you must <a href=""https://www.gov.uk/find-travel-test-provider"">book these tests</a> before you travel.<br>
If you are in England for less than 10 days, you need to quarantine for the time you are here. You need to book day 2 and day 8 travel tests. You only need to take the tests if you are still in England on those days.<br>
There are different rules if you have been in a red list country or territory in the 10 days before you arrive in England. If you need to follow red list rules, you must do so if you are fully vaccinated or not. <a href=""https://www.gov.uk/guidance/red-list-of-countries-and-territories"">Check which countries and territories are on the red list and read the red list rules</a>.

"
United Republic of Tanzania,TZA,34.804265,-6.26364,"COVID-19 negative certification is required for entering the country. 

All passengers arriving in Tanzania will be required to present a negative COVID-19 PCR test certificate upon arrival. The test should be taken within 96 hours of departure for Tanzania. All passengers travelling to Tanzania must complete an <a href=""https://afyamsafiri.moh.go.tz/"">online Traveller’s Surveillance Form</a>. This form must be submitted no more than 24 hours before arrival. <br>
All passengers entering Tanzania will be subjected to enhanced screening for COVID-19 including a mandatory rapid test. The cost for rapid testing is 10 USD per traveller for arrivals in mainland Tanzania and 25 USD for arrivals in Zanzibar. The fee can be paid for through the online Traveller Surveillance Form or in cash on arrival. <br>
Children 5 years and under are exempt from both pre-departure PCR tests and rapid tests on arrival.
","Quarantine requirement at government designated site, if symptomatic.
All passengers entering Tanzania will be subjected to enhanced screening for COVID-19 including a mandatory rapid test. The cost for rapid testing is 10 USD per traveller for arrivals in mainland Tanzania and 25 USD for arrivals in Zanzibar. The fee can be paid for through the online Traveller Surveillance Form or in cash on arrival. <br>
Children 5 years and under are exempt from both pre-departure PCR tests and rapid tests on arrival. The Government of Tanzania is also implementing temperature scanning for all international passengers arriving into Tanzania. <br>
If you test positive for COVID-19 on arrival, you will be required to self-isolate for 14 days. You should comply with any additional screening measures put in place by the authorities. <br>"
United States of America,USA,-99.446708,39.40399,"COVID-19 negative certification is required for entering the country.

All passengers arriving to the US from a foreign country get a COVID test no more than 3 days before their flight departs and present a negative result or documentation of having recovered from COVID-19 to the airline before boarding the flight. 
If you are fully vaccinated with an FDA-authorized vaccine or a vaccine authorised for emergency use by the World Health Organisation, you should also get a viral test 3 to 5 days after travel.","Self-isolation at own accommodation. 

For international arrivals, the CDC recommends that unvaccinated passengers are tested within 3 to 5 days after travel and self-quarantine for 7 days after travel. Passengers fully vaccinated with an FDA or WHO-approved vaccine do not have to quarantine but need to take a viral test within 3 to 5 days of arrival. If you are travelling domestically within the US, individual states and territories may have their own quarantine requirements. A full list of local quarantine requirements is available on the <a href=""https://www.cdc.gov/coronavirus/2019-ncov/travelers/travel-during-covid19.html"">CDC website</a>. You should check the list frequently as it is likely to change, sometimes daily, as rates of COVID-19 transmission increase or decrease. <br>"
United States Virgin Islands,VIR,-64.819501,,"COVID-19 negative certification is required for entering the country.

Travellers are subject to having completed a COVID19 test (antigen or PCR), issued at most 5 days before departure from the embarkation point. The certificate must have been issued by an approved laboratory. Details can be found <a href=""https://usviupdate.com/"">here</a>.",Quarantine requirement at government designated site.
Uruguay,URY,-56.017306,-32.796996,"COVID-19 negative certification required for entering the country. 

Passengers will need to present a negative coronavirus test taken maximum 72 hours before boarding at origin. You will not be allowed to board if you do not have this. 
Enhanced screening at airports. ","Self-isolation at own accommodation.

Upon arrival you are legally obliged go to a declared address to carry out a 7-day mandatory quarantine. On day 7 of the quarantine you will be required to have a second swab taken and wait for a negative result before being allowed to finish your quarantine period. Alternatively you can quarantine for 14 days without having to take the second test."
Uzbekistan,UZB,63.119445,41.775605,"COVID-19 negative certification required for entering the country

Visitors are not currently subject to quarantine or self-isolation restrictions, provided they have a valid negative PCR test certificate, issued within the last 72 hours, before they arrive into the country.>




","Quarantine requirement at government designated site or self-isolation at home- subject to categorisation:
 <br>
 <br>
If you arrive from or have been in a Red or Yellow category countries for the last 14 days, it is mandatory for you to self-isolate for a period of 14 days on arrival. <br>
If you arrive into Uzbekistan from a country categorised as Green, or you have been in one of these countries 14 days prior to arrival, you will not be subject to any mandatory quarantine or self-isolation period unless you display symptoms on arrival. <br>
No track and trace app is currently available. However, all visitors arriving into the country are registered by Uzbek Authorities. If arriving from a country categorised as Yellow or Red, it is mandatory to provide the address where you will self-isolate for the 14-day period. <br>
Tourists arriving to Uzbekistan on an organised tour can be exempt from mandatory 14 days self-isolation requirement, if they are issued with special exemption voucher. "
Vanuatu,VUT,166.872606,-15.241809,"COVID-19 negative certification required for entering the country.
Before making your onward flight booking from your transit point, you should check with your airline if you require a COVID-19 test, as these are not currently available in Vanuatu.","Quarantine requirement at government designated site.
 <br>
 <br>
Arriving passengers are required to undergo 14 days’ quarantine at a government approved location at their own expense. "
Venezuela,VEN,-66.154434,7.122874,"COVID-19 negative certification required for entering the country. 
 <br>
 <br>
All travellers entering Venezuela must have a negative COVID-19 PCR test performed within 48 hours of boarding their incoming flight. All individuals will be subjected to a further COVID-19 PCR test at port of entry, to be administered by a service provider designated by local health authorities – this PCR test costs USD $60 (United States dollars) and is payable in cash only. If you test positive for COVID-19, you must follow instructions from the local health authorities in respect to quarantine and sanitary assistance.","Quarantine requirement at government designated site- subject to testing.
 <br>
 <br>
 All travellers entering Venezuela must be COVID-19 tested at port of entry. If you test positive for COVID-19, quarantine at a state-designated facility is compulsory."
Vietnam,VNM,105.802499,10.096431,"COVID-19 negative certification subject to special conditions.
 <br>
 <br>
There is no requirement for testing on departure though anyone who has tested positive previously may be asked to show their negative test results and release certificates. <br>","Quarantine requirement at government designated site.
 <br> 
 <br>
Fully vaccinated visitors to Vietnam with negative COVID-19 test results may be permitted to shorten their period of quarantine on entry at an assigned facility to 7 days, followed by another 7 days of medical surveillance at their residence. <br>
Quarantine is mandatory for anyone who may have come in to contact with coronavirus inside Vietnam and for most coming to Vietnam Vietnamese government quarantine centres are basic. There are provisions for people who are exceptionally allowed to enter the country for work to be allowed to undertake quarantine in a hotel approved by the Ministry of Health. <br> 
Anyone entering Vietnam from 1 September 2020 must pay for quarantine costs both in government centres and in designated hotels. You will also be responsible for paying for any coronavirus hospital treatment costs. <br> 
You should expect to go into quarantine for at least 14 days. Fully vaccinated visitors may be permitted to leave after 7 days with a further 7 days at a place of residence. Quarantine will be longer if you test positive at any point. If you test positive, you will be treated in a Vietnamese hospital. Asymptomatic patients may be discharged from hospital after 10 days and have 2 back to back negative COVID-19 tests. Once discharged you will be expected to undertake a period of self-isolation for 14 days and should follow the instructions issued by the local authorities. You should expect to be tested at least 3 times prior to release, and will be required to produce at least 2 consecutive negative tests during quarantine and may require further negative tests during self-isolation. Quarantine periods and testing requirements may change at short notice and may vary between locations.
"
Wake Island,WAK,166.646462,19.278314,,
Wallis and Futuna,WLF,-176.20431,-13.285184,"COVID-19 negative certification required for entering the country.

All travellers over the age of 11 must undertake a test for COVID-19 within 72 hours before departure for Wallis & Futuna. The test is obligatory and the traveller must show proof of a negative result before embarking. Travellers must also provide a self -certified document affirming that they have no COVID symptoms and that to their knowledge they have not been in contact with any person confirmed positive within the last 14 days. Airlines will refuse boarding to anyone who does not produce both proof of a negative test result and the self-certified document.                                                                             
                                                                                                                                                                                              ","No known requirement
"
West Bank,PSE,35.256944,31.943484,"COVID-19 negative certification subject to special conditions.

All travellers arriving from abroad will be required to present a negative COVID-19 PCR test taken within the 72 hours prior to departure to Israel. This should be presented to airline staff. Those who are physically unable to access a PCR test, or who cannot take one on humanitarian grounds, can apply to the <a href=""https://survey.gov.il/he/PCR2"">Exemptions Committee</a>. <br>
Testing on arrival: All travellers of all ages arriving in Israel, including those who have been vaccinated or recovered, must take a COVID-19 (PCR) tests on arrival in Israel, at their own expense. You can make the payment after you submit the entry statement form prior to traveling to Israel. Payment in advance is at a reduced price. Only PCR tests are admissible. <br>
","Quarantine requirement at government designated site or self-isolation at home. 
<br> 
<br>
All travellers arriving in Israel from an “at risk” destination must enter isolation, including recovered and vaccinated travellers. A PCR test must be taken upon arrival. Exit from isolation is dependent on a negative COVID-19 test and/or vaccination status. <br>
*Quarantine requirements: All passengers who have visited the UK, Brazil, South Africa, India, Mexico, Russia, Argentina, Belarus, Uzbekistan, Spain, Kyrgyzstan, Georgia, Cyprus, or Turkey within 14 days of arrival in Israel must enter isolation for a minimum of 14 days. <br>
Individuals who were vaccinated or recovered abroad can apply for exemption from isolation if they complete a serological test, excluding arrivals from those countries listed above. <br>
Full guidance on requirements upon arrival is regularly updated online. Check 
<a href=""https://www.gov.il/en/departments/population_and_immigration_authority"">Israeli Population and Immigration Authority pages</a> and the dedicated 
<a href=""https://corona.health.gov.il/en/directives/air-travel-covid19-israel/"">COVID-19 Air Transport website</a> for full details. Further restrictions may be introduced at short notice. <br>
"
Western Sahara,ESH,-13.135324,24.662235,,
